"","celltype_gt","celltype","model"
"797","Plasma","Stromal","singleR"
"798","Malignant","Malignant","singleR"
"799","Malignant","Malignant","singleR"
"800","T","T","singleR"
"801","Malignant","Malignant","singleR"
"802","B","T","singleR"
"803","T","T","singleR"
"804","T","T","singleR"
"805","T","Malignant","singleR"
"806","T","T","singleR"
"807","Stromal","Malignant","singleR"
"808","Malignant","Malignant","singleR"
"809","Malignant","Malignant","singleR"
"810","T","T","singleR"
"811","T","T","singleR"
"812","Malignant","Malignant","singleR"
"813","Malignant","Myoepi","singleR"
"814","Malignant","Malignant","singleR"
"815","Malignant","Malignant","singleR"
"816","Stromal","DC_Mast","singleR"
"817","T","Macrophage","singleR"
"818","Malignant","Malignant","singleR"
"819","Myoepi","Malignant","singleR"
"820","Malignant","Malignant","singleR"
"821","Malignant","Malignant","singleR"
"822","Malignant","T","singleR"
"823","Malignant","Malignant","singleR"
"824","Malignant","Malignant","singleR"
"825","Myoepi","Malignant","singleR"
"826","Malignant","Malignant","singleR"
"827","Malignant","Malignant","singleR"
"828","Malignant","Malignant","singleR"
"829","Plasma","Macrophage","singleR"
"830","Malignant","Malignant","singleR"
"831","Malignant","Malignant","singleR"
"832","Malignant","Malignant","singleR"
"833","Malignant","Malignant","singleR"
"834","Stromal","Malignant","singleR"
"835","Malignant","Malignant","singleR"
"836","Malignant","Malignant","singleR"
"837","Malignant","Malignant","singleR"
"838","Malignant","Malignant","singleR"
"839","Stromal","Stromal","singleR"
"840","Malignant","Malignant","singleR"
"841","Stromal","Stromal","singleR"
"842","Malignant","Malignant","singleR"
"843","Myoepi","Stromal","singleR"
"844","Malignant","Malignant","singleR"
"845","Malignant","Stromal","singleR"
"846","Malignant","Malignant","singleR"
"847","Myoepi","Malignant","singleR"
"848","Malignant","Myoepi","singleR"
"849","Malignant","Malignant","singleR"
"850","Stromal","Stromal","singleR"
"851","Myoepi","Stromal","singleR"
"852","Malignant","Myoepi","singleR"
"853","Malignant","Stromal","singleR"
"854","Malignant","Malignant","singleR"
"855","Malignant","Malignant","singleR"
"856","Malignant","T","singleR"
"857","Stromal","Stromal","singleR"
"858","Stromal","Stromal","singleR"
"859","Malignant","Malignant","singleR"
"860","Malignant","Malignant","singleR"
"861","Malignant","Malignant","singleR"
"862","Malignant","Malignant","singleR"
"863","Macrophage","Macrophage","singleR"
"864","Malignant","Malignant","singleR"
"865","T","Malignant","singleR"
"866","Malignant","Malignant","singleR"
"867","Malignant","Myoepi","singleR"
"868","Malignant","Malignant","singleR"
"869","Malignant","Malignant","singleR"
"870","Malignant","T","singleR"
"871","Malignant","T","singleR"
"872","Malignant","Stromal","singleR"
"873","Malignant","Malignant","singleR"
"874","Malignant","Malignant","singleR"
"875","Malignant","Malignant","singleR"
"876","Macrophage","T","singleR"
"877","Stromal","Stromal","singleR"
"878","Malignant","Malignant","singleR"
"879","Malignant","Malignant","singleR"
"880","Malignant","Malignant","singleR"
"881","Malignant","Malignant","singleR"
"882","Malignant","Malignant","singleR"
"883","T","T","singleR"
"884","Malignant","Malignant","singleR"
"885","Malignant","Myoepi","singleR"
"886","Malignant","Malignant","singleR"
"887","Malignant","Malignant","singleR"
"888","Stromal","Stromal","singleR"
"889","Malignant","Malignant","singleR"
"890","T","Stromal","singleR"
"891","Malignant","Malignant","singleR"
"892","T","T","singleR"
"893","Malignant","Malignant","singleR"
"894","Malignant","Malignant","singleR"
"895","Malignant","Malignant","singleR"
"896","Malignant","Malignant","singleR"
"897","Malignant","Malignant","singleR"
"898","Malignant","Malignant","singleR"
"899","Malignant","Malignant","singleR"
"900","Malignant","Macrophage","singleR"
"901","Malignant","Malignant","singleR"
"902","Malignant","Malignant","singleR"
"903","Malignant","Malignant","singleR"
"904","Malignant","Malignant","singleR"
"905","Malignant","Malignant","singleR"
"906","T","T","singleR"
"907","Malignant","Malignant","singleR"
"908","Macrophage","Macrophage","singleR"
"909","Malignant","Stromal","singleR"
"910","Stromal","Stromal","singleR"
"911","Malignant","Malignant","singleR"
"912","Malignant","Malignant","singleR"
"913","Myoepi","Myoepi","singleR"
"914","Malignant","Malignant","singleR"
"915","Malignant","Malignant","singleR"
"916","Malignant","Malignant","singleR"
"917","Malignant","Malignant","singleR"
"918","Malignant","Stromal","singleR"
"919","Malignant","Malignant","singleR"
"920","Macrophage","Malignant","singleR"
"921","Malignant","Malignant","singleR"
"922","Malignant","Malignant","singleR"
"923","Malignant","Malignant","singleR"
"924","Malignant","Malignant","singleR"
"925","Malignant","Malignant","singleR"
"926","Malignant","Malignant","singleR"
"927","Stromal","T","singleR"
"928","Macrophage","Stromal","singleR"
"929","Malignant","Malignant","singleR"
"930","Malignant","Malignant","singleR"
"931","Stromal","Macrophage","singleR"
"932","Malignant","Malignant","singleR"
"933","Myoepi","Myoepi","singleR"
"934","Malignant","Malignant","singleR"
"935","Malignant","Myoepi","singleR"
"936","Stromal","Stromal","singleR"
"937","Malignant","Myoepi","singleR"
"938","Malignant","Malignant","singleR"
"939","Malignant","Malignant","singleR"
"940","Malignant","Myoepi","singleR"
"941","Malignant","Malignant","singleR"
"942","Malignant","Malignant","singleR"
"943","Plasma","T","singleR"
"944","Malignant","Malignant","singleR"
"945","Stromal","Stromal","singleR"
"946","Stromal","Myoepi","singleR"
"947","Malignant","Stromal","singleR"
"948","Malignant","Malignant","singleR"
"949","Stromal","Stromal","singleR"
"950","T","T","singleR"
"951","Malignant","Malignant","singleR"
"952","Malignant","Malignant","singleR"
"953","Malignant","Malignant","singleR"
"954","DC_Mast","T","singleR"
"955","Malignant","Malignant","singleR"
"956","Stromal","Stromal","singleR"
"957","Malignant","Stromal","singleR"
"958","Malignant","Malignant","singleR"
"959","Malignant","Myoepi","singleR"
"960","Malignant","Malignant","singleR"
"961","Malignant","Malignant","singleR"
"962","Malignant","Stromal","singleR"
"963","DC_Mast","T","singleR"
"964","Malignant","Malignant","singleR"
"965","Malignant","Malignant","singleR"
"966","Malignant","Malignant","singleR"
"967","Myoepi","Myoepi","singleR"
"968","Stromal","Stromal","singleR"
"969","Malignant","Malignant","singleR"
"970","Malignant","Malignant","singleR"
"971","Malignant","Malignant","singleR"
"972","Malignant","Malignant","singleR"
"973","Malignant","Malignant","singleR"
"974","Malignant","Malignant","singleR"
"975","Malignant","Malignant","singleR"
"976","Malignant","Malignant","singleR"
"977","Malignant","Malignant","singleR"
"978","Malignant","Malignant","singleR"
"979","Malignant","Malignant","singleR"
"980","T","Malignant","singleR"
"981","Stromal","Plasma","singleR"
"982","Malignant","Malignant","singleR"
"983","Malignant","Malignant","singleR"
"984","Malignant","Malignant","singleR"
"985","Malignant","Malignant","singleR"
"986","Malignant","Malignant","singleR"
"987","Malignant","Malignant","singleR"
"988","Malignant","Malignant","singleR"
"989","T","T","singleR"
"990","Malignant","Malignant","singleR"
"991","T","T","singleR"
"992","Plasma","T","singleR"
"993","T","T","singleR"
"994","Malignant","Malignant","singleR"
"995","B","T","singleR"
"996","Malignant","Malignant","singleR"
"997","Stromal","Myoepi","singleR"
"998","Macrophage","Macrophage","singleR"
"999","Stromal","Stromal","singleR"
"1000","Stromal","Malignant","singleR"
"1001","Malignant","Malignant","singleR"
"1002","Myoepi","Malignant","singleR"
"1003","T","T","singleR"
"1004","Malignant","Malignant","singleR"
"1005","DC_Mast","Macrophage","singleR"
"1006","Macrophage","DC_Mast","singleR"
"1007","Malignant","Malignant","singleR"
"1008","Malignant","Malignant","singleR"
"1009","Malignant","Malignant","singleR"
"1010","Malignant","Malignant","singleR"
"1011","Malignant","T","singleR"
"1012","Malignant","Malignant","singleR"
"1013","Stromal","Stromal","singleR"
"1014","T","T","singleR"
"1015","Malignant","Malignant","singleR"
"1016","Malignant","Malignant","singleR"
"1017","T","Malignant","singleR"
"1018","Malignant","Malignant","singleR"
"1019","Malignant","Malignant","singleR"
"1020","Malignant","Macrophage","singleR"
"1021","Malignant","Malignant","singleR"
"1022","Malignant","Myoepi","singleR"
"1023","Malignant","Malignant","singleR"
"1024","Malignant","Malignant","singleR"
"1025","Malignant","Malignant","singleR"
"1026","Malignant","Malignant","singleR"
"1027","Malignant","Malignant","singleR"
"1028","T","Malignant","singleR"
"1029","Malignant","Malignant","singleR"
"1030","Malignant","Malignant","singleR"
"1031","Malignant","Malignant","singleR"
"1032","Malignant","Malignant","singleR"
"1033","Malignant","Malignant","singleR"
"1034","Malignant","Malignant","singleR"
"1035","Malignant","Myoepi","singleR"
"1036","Malignant","Malignant","singleR"
"1037","Malignant","Malignant","singleR"
"1038","Stromal","Stromal","singleR"
"1039","Malignant","Macrophage","singleR"
"1040","B","T","singleR"
"1041","Malignant","Malignant","singleR"
"1042","Malignant","Malignant","singleR"
"1043","Malignant","Malignant","singleR"
"1044","Stromal","Stromal","singleR"
"1045","Stromal","Macrophage","singleR"
"1046","Malignant","Myoepi","singleR"
"1047","Malignant","Malignant","singleR"
"1048","Malignant","Malignant","singleR"
"1049","Malignant","Malignant","singleR"
"1050","Stromal","Malignant","singleR"
"1051","Malignant","Malignant","singleR"
"1052","Malignant","Malignant","singleR"
"1053","Malignant","Malignant","singleR"
"1054","Malignant","Malignant","singleR"
"1055","Macrophage","Macrophage","singleR"
"1056","Stromal","T","singleR"
"1057","T","T","singleR"
"1058","Malignant","Malignant","singleR"
"1059","Malignant","Malignant","singleR"
"1060","Macrophage","Macrophage","singleR"
"1061","Malignant","Malignant","singleR"
"1062","Myoepi","Stromal","singleR"
"1063","Malignant","Malignant","singleR"
"1064","Malignant","Malignant","singleR"
"1065","Malignant","Malignant","singleR"
"1066","Malignant","Malignant","singleR"
"1067","Malignant","Malignant","singleR"
"1068","Malignant","Malignant","singleR"
"1069","Stromal","Stromal","singleR"
"1070","Malignant","Malignant","singleR"
"1071","Plasma","T","singleR"
"1072","T","T","singleR"
"1073","Malignant","Malignant","singleR"
"1074","Malignant","Malignant","singleR"
"1075","Malignant","Malignant","singleR"
"1076","Malignant","Malignant","singleR"
"1077","Malignant","Malignant","singleR"
"1078","Malignant","Malignant","singleR"
"1079","Malignant","Malignant","singleR"
"1080","Malignant","Malignant","singleR"
"1081","Malignant","Malignant","singleR"
"1082","Malignant","Malignant","singleR"
"1083","Malignant","Malignant","singleR"
"1084","Malignant","Malignant","singleR"
"1085","Malignant","Malignant","singleR"
"1086","Stromal","Stromal","singleR"
"1087","T","T","singleR"
"1088","Malignant","Malignant","singleR"
"1089","Malignant","Malignant","singleR"
"1090","Malignant","Malignant","singleR"
"1091","Malignant","Malignant","singleR"
"1092","Malignant","Malignant","singleR"
"1093","Malignant","Malignant","singleR"
"1094","Stromal","Stromal","singleR"
"1095","Malignant","Malignant","singleR"
"1096","T","Malignant","singleR"
"1097","Malignant","Macrophage","singleR"
"1098","Malignant","Myoepi","singleR"
"1099","Malignant","Malignant","singleR"
"1100","Malignant","Malignant","singleR"
"1101","Malignant","Malignant","singleR"
"1102","T","Malignant","singleR"
"1103","Stromal","Stromal","singleR"
"1104","Malignant","Malignant","singleR"
"1105","Malignant","Malignant","singleR"
"1106","Malignant","Malignant","singleR"
"1107","Malignant","Malignant","singleR"
"1108","Malignant","Malignant","singleR"
"1109","Malignant","Malignant","singleR"
"1110","Malignant","Malignant","singleR"
"1111","Malignant","Malignant","singleR"
"1112","T","T","singleR"
"1113","Malignant","Malignant","singleR"
"1114","Stromal","Stromal","singleR"
"1115","Malignant","Malignant","singleR"
"1116","Stromal","Stromal","singleR"
"1117","Malignant","Myoepi","singleR"
"1118","Macrophage","Malignant","singleR"
"1119","Malignant","Malignant","singleR"
"1120","Stromal","Stromal","singleR"
"1121","Malignant","Myoepi","singleR"
"1122","Malignant","Malignant","singleR"
"1123","Malignant","Malignant","singleR"
"1124","Macrophage","Stromal","singleR"
"1125","Malignant","Malignant","singleR"
"1126","Malignant","Malignant","singleR"
"1127","Malignant","Malignant","singleR"
"1128","Malignant","Malignant","singleR"
"1129","Malignant","Malignant","singleR"
"1130","Malignant","Malignant","singleR"
"1131","Macrophage","Stromal","singleR"
"1132","Stromal","Stromal","singleR"
"1133","Malignant","Malignant","singleR"
"1134","Malignant","Malignant","singleR"
"1135","Stromal","Stromal","singleR"
"1136","Malignant","Malignant","singleR"
"1137","Malignant","Malignant","singleR"
"1138","Malignant","Malignant","singleR"
"1139","Malignant","Myoepi","singleR"
"1140","Macrophage","Malignant","singleR"
"1141","Malignant","Malignant","singleR"
"1142","Macrophage","Stromal","singleR"
"1143","Malignant","Malignant","singleR"
"1144","Malignant","Malignant","singleR"
"1145","Macrophage","Malignant","singleR"
"1146","Malignant","Malignant","singleR"
"1147","Plasma","Plasma","singleR"
"1148","Malignant","Malignant","singleR"
"1149","Malignant","Myoepi","singleR"
"1150","Malignant","Malignant","singleR"
"1151","Plasma","Stromal","singleR"
"1152","Malignant","Malignant","singleR"
"1153","Malignant","Malignant","singleR"
"1154","Macrophage","Malignant","singleR"
"1155","Macrophage","Malignant","singleR"
"1156","Stromal","Macrophage","singleR"
"1157","T","Stromal","singleR"
"1158","Stromal","T","singleR"
"1159","T","T","singleR"
"1160","Malignant","Myoepi","singleR"
"1161","B","T","singleR"
"1162","Malignant","Malignant","singleR"
"1163","Plasma","Stromal","singleR"
"1164","Stromal","Stromal","singleR"
"1165","Malignant","Malignant","singleR"
"1166","Macrophage","Myoepi","singleR"
"1167","T","T","singleR"
"1168","Malignant","Malignant","singleR"
"1169","B","DC_Mast","singleR"
"1170","T","T","singleR"
"1171","Macrophage","Macrophage","singleR"
"1172","T","T","singleR"
"1173","T","T","singleR"
"1174","Myoepi","Malignant","singleR"
"1175","Stromal","Macrophage","singleR"
"1176","Macrophage","Stromal","singleR"
"1177","T","T","singleR"
"1178","Malignant","Malignant","singleR"
"1179","Malignant","Malignant","singleR"
"1180","Malignant","Malignant","singleR"
"1181","Malignant","Malignant","singleR"
"1182","Malignant","Malignant","singleR"
"1183","Stromal","Myoepi","singleR"
"1184","Malignant","Malignant","singleR"
"1185","Malignant","Myoepi","singleR"
"1186","Malignant","Malignant","singleR"
"1187","Malignant","Stromal","singleR"
"1188","Stromal","Plasma","singleR"
"1189","Macrophage","Stromal","singleR"
"1190","T","T","singleR"
"1191","Malignant","Malignant","singleR"
"1192","DC_Mast","Myoepi","singleR"
"1193","Malignant","Malignant","singleR"
"1194","Malignant","Myoepi","singleR"
"1195","Stromal","Malignant","singleR"
"1196","Plasma","T","singleR"
"1197","Macrophage","Malignant","singleR"
"1198","Myoepi","Stromal","singleR"
"1199","Malignant","Malignant","singleR"
"1200","Macrophage","Macrophage","singleR"
"1201","Stromal","Malignant","singleR"
"1202","T","Macrophage","singleR"
"1203","Malignant","Malignant","singleR"
"1204","Malignant","Malignant","singleR"
"1205","Malignant","Malignant","singleR"
