"","celltype_gt","celltype","model"
"815","Malignant","Malignant","sctype"
"816","Stromal","T","sctype"
"817","T","T","sctype"
"818","Malignant","Malignant","sctype"
"819","Myoepi","Malignant","sctype"
"820","Malignant","Malignant","sctype"
"821","Malignant","Malignant","sctype"
"822","T","T","sctype"
"823","Malignant","Malignant","sctype"
"824","Malignant","Malignant","sctype"
"825","Myoepi","Stromal","sctype"
"826","Malignant","Malignant","sctype"
"827","Malignant","Myoepi","sctype"
"828","Malignant","Malignant","sctype"
"829","Plasma","Plasma","sctype"
"830","Malignant","Malignant","sctype"
"831","Malignant","Malignant","sctype"
"832","Malignant","Malignant","sctype"
"833","Malignant","Malignant","sctype"
"834","Stromal","Malignant","sctype"
"835","Malignant","Malignant","sctype"
"836","Malignant","Malignant","sctype"
"837","Malignant","Malignant","sctype"
"838","Malignant","Malignant","sctype"
"839","Stromal","Stromal","sctype"
"840","Malignant","Malignant","sctype"
"841","Stromal","Stromal","sctype"
"842","Malignant","Malignant","sctype"
"843","Stromal","Stromal","sctype"
"844","Malignant","Malignant","sctype"
"845","Malignant","Stromal","sctype"
"846","Malignant","Malignant","sctype"
"847","Stromal","Myoepi","sctype"
"848","Malignant","Myoepi","sctype"
"849","Malignant","Malignant","sctype"
"850","Stromal","Stromal","sctype"
"851","Stromal","Stromal","sctype"
"852","Malignant","Malignant","sctype"
"853","Malignant","Macrophage","sctype"
"854","Malignant","Malignant","sctype"
"855","Malignant","Malignant","sctype"
"856","T","T","sctype"
"857","Stromal","Stromal","sctype"
"858","Macrophage","Plasma","sctype"
"859","Malignant","Malignant","sctype"
"860","Malignant","Malignant","sctype"
"861","Malignant","Malignant","sctype"
"862","Malignant","Malignant","sctype"
"863","T","Malignant","sctype"
"864","Malignant","Malignant","sctype"
"865","T","T","sctype"
"866","Malignant","Malignant","sctype"
"867","Malignant","Malignant","sctype"
"868","Malignant","Malignant","sctype"
"869","Malignant","Malignant","sctype"
"870","B","T","sctype"
"871","Malignant","B","sctype"
"872","Malignant","Macrophage","sctype"
"873","Malignant","Malignant","sctype"
"874","Malignant","Malignant","sctype"
"875","Malignant","Malignant","sctype"
"876","T","T","sctype"
"877","Stromal","Stromal","sctype"
"878","Malignant","Malignant","sctype"
"879","Malignant","Malignant","sctype"
"880","Malignant","Malignant","sctype"
"881","Malignant","Malignant","sctype"
"882","Malignant","Malignant","sctype"
"883","T","T","sctype"
"884","Malignant","Malignant","sctype"
"885","Malignant","Malignant","sctype"
"886","Malignant","Macrophage","sctype"
"887","Malignant","Malignant","sctype"
"888","Stromal","Plasma","sctype"
"889","Malignant","Malignant","sctype"
"890","T","T","sctype"
"891","Malignant","Macrophage","sctype"
"892","T","T","sctype"
"893","Malignant","Malignant","sctype"
"894","Malignant","Malignant","sctype"
"895","Malignant","Malignant","sctype"
"896","Malignant","Malignant","sctype"
"897","Malignant","Malignant","sctype"
"898","Malignant","Malignant","sctype"
"899","Malignant","Malignant","sctype"
"900","Malignant","Macrophage","sctype"
"901","Malignant","Malignant","sctype"
"902","Malignant","Malignant","sctype"
"903","Malignant","Malignant","sctype"
"904","Malignant","Stromal","sctype"
"905","Malignant","Malignant","sctype"
"906","T","T","sctype"
"907","Malignant","Malignant","sctype"
"908","Macrophage","Macrophage","sctype"
"909","Malignant","Macrophage","sctype"
"910","Stromal","Stromal","sctype"
"911","Malignant","Malignant","sctype"
"912","Malignant","Malignant","sctype"
"913","Myoepi","Myoepi","sctype"
"914","Malignant","Malignant","sctype"
"915","Malignant","Malignant","sctype"
"916","Malignant","Malignant","sctype"
"917","Malignant","Malignant","sctype"
"918","Stromal","Stromal","sctype"
"919","Malignant","Malignant","sctype"
"920","Macrophage","Macrophage","sctype"
"921","Malignant","Malignant","sctype"
"922","Malignant","T","sctype"
"923","Malignant","Malignant","sctype"
"924","Malignant","Malignant","sctype"
"925","Malignant","Malignant","sctype"
"926","Malignant","Malignant","sctype"
"927","B","T","sctype"
"928","Macrophage","Stromal","sctype"
"929","Malignant","Malignant","sctype"
"930","Malignant","Malignant","sctype"
"931","Stromal","Stromal","sctype"
"932","Malignant","Malignant","sctype"
"933","Myoepi","Myoepi","sctype"
"934","Malignant","Malignant","sctype"
"935","Malignant","Malignant","sctype"
"936","Stromal","Stromal","sctype"
"937","Malignant","Myoepi","sctype"
"938","Malignant","Malignant","sctype"
"939","Malignant","Malignant","sctype"
"940","Malignant","Macrophage","sctype"
"941","Malignant","Malignant","sctype"
"942","Malignant","Malignant","sctype"
"943","Plasma","Stromal","sctype"
"944","Malignant","Malignant","sctype"
"945","Stromal","Macrophage","sctype"
"946","Stromal","T","sctype"
"947","Malignant","Stromal","sctype"
"948","Malignant","Malignant","sctype"
"949","Stromal","Stromal","sctype"
"950","T","T","sctype"
"951","Malignant","Malignant","sctype"
"952","Malignant","Malignant","sctype"
"953","Malignant","T","sctype"
"954","T","T","sctype"
"955","Malignant","Macrophage","sctype"
"956","Stromal","Stromal","sctype"
"957","Malignant","Stromal","sctype"
"958","Malignant","Macrophage","sctype"
"959","Malignant","Malignant","sctype"
"960","T","Macrophage","sctype"
"961","Malignant","Malignant","sctype"
"962","Stromal","Stromal","sctype"
"963","T","T","sctype"
"964","Malignant","Malignant","sctype"
"965","Malignant","Malignant","sctype"
"966","Malignant","T","sctype"
"967","Stromal","Stromal","sctype"
"968","Stromal","Stromal","sctype"
"969","Malignant","Macrophage","sctype"
"970","Malignant","Malignant","sctype"
"971","Malignant","Malignant","sctype"
"972","Malignant","Malignant","sctype"
"973","Malignant","Malignant","sctype"
"974","Malignant","Macrophage","sctype"
"975","Malignant","Malignant","sctype"
"976","Malignant","Malignant","sctype"
"977","Malignant","Malignant","sctype"
"978","Malignant","Malignant","sctype"
"979","Malignant","Malignant","sctype"
"980","T","T","sctype"
"981","Stromal","Stromal","sctype"
"982","Malignant","Malignant","sctype"
"983","Malignant","Macrophage","sctype"
"984","Malignant","Malignant","sctype"
"985","Malignant","Malignant","sctype"
"986","Malignant","Malignant","sctype"
"987","Malignant","Malignant","sctype"
"988","Malignant","Malignant","sctype"
"989","T","T","sctype"
"990","Malignant","Malignant","sctype"
"991","T","T","sctype"
"992","Plasma","T","sctype"
"993","Stromal","T","sctype"
"994","Malignant","Malignant","sctype"
"995","B","T","sctype"
"996","Malignant","Malignant","sctype"
"997","Stromal","Myoepi","sctype"
"998","Macrophage","Macrophage","sctype"
"999","Stromal","Stromal","sctype"
"1000","Stromal","Malignant","sctype"
"1001","Malignant","Malignant","sctype"
"1002","Myoepi","Malignant","sctype"
"1003","T","T","sctype"
"1004","Malignant","Malignant","sctype"
"1005","Macrophage","Macrophage","sctype"
"1006","Macrophage","Plasma","sctype"
"1007","Myoepi","Malignant","sctype"
"1008","Malignant","Malignant","sctype"
"1009","Malignant","Malignant","sctype"
"1010","Malignant","Malignant","sctype"
"1011","T","T","sctype"
"1012","Malignant","Malignant","sctype"
"1013","Stromal","Stromal","sctype"
"1014","T","T","sctype"
"1015","Malignant","Malignant","sctype"
"1016","Stromal","Malignant","sctype"
"1017","T","Macrophage","sctype"
"1018","Malignant","Myoepi","sctype"
"1019","Malignant","Malignant","sctype"
"1020","Stromal","Stromal","sctype"
"1021","Malignant","Malignant","sctype"
"1022","T","T","sctype"
"1023","Malignant","Malignant","sctype"
"1024","Malignant","Malignant","sctype"
"1025","Malignant","Malignant","sctype"
"1026","Malignant","Malignant","sctype"
"1027","Malignant","Malignant","sctype"
"1028","T","Macrophage","sctype"
"1029","Malignant","Malignant","sctype"
"1030","Malignant","Macrophage","sctype"
"1031","Malignant","Myoepi","sctype"
"1032","Malignant","Malignant","sctype"
"1033","Malignant","Malignant","sctype"
"1034","Malignant","Malignant","sctype"
"1035","Malignant","Myoepi","sctype"
"1036","Malignant","Malignant","sctype"
"1037","Malignant","Macrophage","sctype"
"1038","DC_Mast","Plasma","sctype"
"1039","Malignant","Macrophage","sctype"
"1040","B","T","sctype"
"1041","Malignant","Malignant","sctype"
"1042","Malignant","Malignant","sctype"
"1043","Malignant","T","sctype"
"1044","Stromal","Stromal","sctype"
"1045","Stromal","Macrophage","sctype"
"1046","Malignant","Macrophage","sctype"
"1047","Malignant","Malignant","sctype"
"1048","Malignant","Malignant","sctype"
"1049","Malignant","Malignant","sctype"
"1050","Stromal","Macrophage","sctype"
"1051","Malignant","Malignant","sctype"
"1052","Malignant","Malignant","sctype"
"1053","Stromal","Malignant","sctype"
"1054","Malignant","Malignant","sctype"
"1055","Macrophage","Stromal","sctype"
"1056","T","T","sctype"
"1057","T","T","sctype"
"1058","Malignant","T","sctype"
"1059","Malignant","Malignant","sctype"
"1060","Macrophage","Macrophage","sctype"
"1061","Malignant","Malignant","sctype"
"1062","Stromal","Stromal","sctype"
"1063","Malignant","Malignant","sctype"
"1064","Malignant","Macrophage","sctype"
"1065","Malignant","Malignant","sctype"
"1066","Malignant","Macrophage","sctype"
"1067","Malignant","Malignant","sctype"
"1068","Malignant","Malignant","sctype"
"1069","Stromal","Stromal","sctype"
"1070","Malignant","Malignant","sctype"
"1071","Plasma","T","sctype"
"1072","Plasma","Plasma","sctype"
"1073","Malignant","Malignant","sctype"
"1074","Malignant","Malignant","sctype"
"1075","Malignant","Malignant","sctype"
"1076","Malignant","Malignant","sctype"
"1077","Malignant","Malignant","sctype"
"1078","Malignant","Malignant","sctype"
"1079","Malignant","Malignant","sctype"
"1080","Malignant","Malignant","sctype"
"1081","Malignant","Malignant","sctype"
"1082","Malignant","Malignant","sctype"
"1083","Malignant","Malignant","sctype"
"1084","Malignant","Macrophage","sctype"
"1085","Malignant","Macrophage","sctype"
"1086","Stromal","Stromal","sctype"
"1087","T","T","sctype"
"1088","Malignant","Macrophage","sctype"
"1089","Malignant","Malignant","sctype"
"1090","Malignant","Malignant","sctype"
"1091","Malignant","Malignant","sctype"
"1092","Malignant","Macrophage","sctype"
"1093","Stromal","Macrophage","sctype"
"1094","Stromal","Stromal","sctype"
"1095","Malignant","Malignant","sctype"
"1096","T","Malignant","sctype"
"1097","Malignant","Macrophage","sctype"
"1098","Stromal","Stromal","sctype"
"1099","Malignant","Malignant","sctype"
"1100","Malignant","Malignant","sctype"
"1101","Malignant","Malignant","sctype"
"1102","T","Macrophage","sctype"
"1103","Stromal","Stromal","sctype"
"1104","Malignant","Malignant","sctype"
"1105","Malignant","Malignant","sctype"
"1106","Malignant","Malignant","sctype"
"1107","Malignant","Malignant","sctype"
"1108","Malignant","Malignant","sctype"
"1109","Malignant","Malignant","sctype"
"1110","Malignant","Malignant","sctype"
"1111","Malignant","Macrophage","sctype"
"1112","T","T","sctype"
"1113","Malignant","Malignant","sctype"
"1114","Stromal","Stromal","sctype"
"1115","Malignant","Malignant","sctype"
"1116","Stromal","Stromal","sctype"
"1117","Malignant","Malignant","sctype"
"1118","Malignant","Macrophage","sctype"
"1119","Malignant","Malignant","sctype"
"1120","Stromal","Stromal","sctype"
"1121","Malignant","Malignant","sctype"
"1122","Malignant","Malignant","sctype"
"1123","Malignant","Malignant","sctype"
"1124","Macrophage","Stromal","sctype"
"1125","Malignant","Malignant","sctype"
"1126","Malignant","Malignant","sctype"
"1127","Malignant","Malignant","sctype"
"1128","Malignant","Malignant","sctype"
"1129","Malignant","Malignant","sctype"
"1130","Malignant","Malignant","sctype"
"1131","Macrophage","Macrophage","sctype"
"1132","Stromal","Plasma","sctype"
"1133","Malignant","Malignant","sctype"
"1134","Malignant","Malignant","sctype"
"1135","Stromal","Stromal","sctype"
"1136","Malignant","Malignant","sctype"
"1137","Malignant","Malignant","sctype"
"1138","Malignant","Malignant","sctype"
"1139","Malignant","Malignant","sctype"
"1140","T","T","sctype"
"1141","Malignant","Malignant","sctype"
"1142","Macrophage","Macrophage","sctype"
"1143","Malignant","Malignant","sctype"
"1144","Malignant","Malignant","sctype"
"1145","Macrophage","Malignant","sctype"
"1146","Malignant","Macrophage","sctype"
"1147","Plasma","Plasma","sctype"
"1148","Malignant","Malignant","sctype"
"1149","Malignant","Malignant","sctype"
"1150","Malignant","Macrophage","sctype"
"1151","Plasma","T","sctype"
"1152","Malignant","Malignant","sctype"
"1153","Malignant","Malignant","sctype"
"1154","Macrophage","T","sctype"
"1155","Macrophage","Macrophage","sctype"
"1156","Stromal","Stromal","sctype"
"1157","T","T","sctype"
"1158","T","T","sctype"
"1159","T","T","sctype"
"1160","Stromal","Malignant","sctype"
"1161","B","T","sctype"
"1162","Malignant","Malignant","sctype"
"1163","Plasma","Stromal","sctype"
"1164","Stromal","Myoepi","sctype"
"1165","Stromal","Stromal","sctype"
"1166","Macrophage","Malignant","sctype"
"1167","T","T","sctype"
"1168","Malignant","Malignant","sctype"
"1169","B","Stromal","sctype"
"1170","T","T","sctype"
"1171","Macrophage","Macrophage","sctype"
"1172","T","T","sctype"
"1173","T","T","sctype"
"1174","Myoepi","Myoepi","sctype"
"1175","T","B","sctype"
"1176","Macrophage","Stromal","sctype"
"1177","T","T","sctype"
"1178","Malignant","Malignant","sctype"
"1179","Malignant","Malignant","sctype"
"1180","Malignant","Malignant","sctype"
"1181","Malignant","Malignant","sctype"
"1182","Stromal","Malignant","sctype"
"1183","Stromal","Stromal","sctype"
"1184","Malignant","Macrophage","sctype"
"1185","Malignant","Malignant","sctype"
"1186","Malignant","Malignant","sctype"
"1187","Malignant","Stromal","sctype"
"1188","Macrophage","Plasma","sctype"
"1189","Macrophage","Macrophage","sctype"
"1190","T","T","sctype"
"1191","Malignant","Malignant","sctype"
"1192","T","T","sctype"
"1193","Malignant","Malignant","sctype"
"1194","Stromal","Myoepi","sctype"
"1195","Malignant","T","sctype"
"1196","Plasma","B","sctype"
"1197","Macrophage","Malignant","sctype"
"1198","Stromal","Stromal","sctype"
"1199","Malignant","Malignant","sctype"
"1200","T","Macrophage","sctype"
"1201","Stromal","Malignant","sctype"
"1202","T","Macrophage","sctype"
"1203","Malignant","Malignant","sctype"
"1204","Malignant","Malignant","sctype"
"1205","Malignant","Malignant","sctype"
"1206","Macrophage","Stromal","sctype"
"1207","Malignant","Malignant","sctype"
"1208","Malignant","Malignant","sctype"
"1209","Malignant","Macrophage","sctype"
"1210","Malignant","Malignant","sctype"
"1211","Malignant","Malignant","sctype"
"1212","Malignant","Malignant","sctype"
"1213","T","T","sctype"
"1214","Malignant","Malignant","sctype"
"1215","Malignant","Malignant","sctype"
"1216","Malignant","Malignant","sctype"
"1217","Malignant","Malignant","sctype"
"1218","Stromal","Macrophage","sctype"
"1219","Malignant","Macrophage","sctype"
"1220","Malignant","Malignant","sctype"
"1221","Malignant","Malignant","sctype"
"1222","T","Stromal","sctype"
"1223","Macrophage","Plasma","sctype"
"1224","Malignant","Malignant","sctype"
"1225","Malignant","Malignant","sctype"
"1226","Malignant","T","sctype"
"1227","Myoepi","Myoepi","sctype"
"1228","Malignant","Macrophage","sctype"
"1229","T","T","sctype"
"1230","Malignant","Macrophage","sctype"
"1231","Malignant","Malignant","sctype"
"1232","T","T","sctype"
"1233","Malignant","Malignant","sctype"
"1234","Malignant","Malignant","sctype"
"1235","T","T","sctype"
"1236","Malignant","T","sctype"
"1237","Malignant","Malignant","sctype"
"1238","Malignant","Malignant","sctype"
"1239","Malignant","Malignant","sctype"
"1240","Malignant","Malignant","sctype"
"1241","Malignant","Malignant","sctype"
"1242","Malignant","Malignant","sctype"
"1243","Malignant","Malignant","sctype"
"1244","Malignant","Malignant","sctype"
"1245","Malignant","Malignant","sctype"
"1246","Malignant","Malignant","sctype"
"1247","Malignant","Malignant","sctype"
"1248","Stromal","Stromal","sctype"
"1249","T","T","sctype"
"1250","Malignant","Malignant","sctype"
"1251","Malignant","Malignant","sctype"
"1252","Stromal","T","sctype"
"1253","B","Stromal","sctype"
"1254","Malignant","Malignant","sctype"
"1255","Malignant","Malignant","sctype"
"1256","Malignant","Malignant","sctype"
"1257","Myoepi","Stromal","sctype"
"1258","Malignant","Macrophage","sctype"
"1259","Malignant","Malignant","sctype"
