"","celltype_gt","celltype","model"
"723","Malignant","Macrophage","clustifyr"
"724","Malignant","Malignant","clustifyr"
"725","T","Malignant","clustifyr"
"726","Macrophage","Malignant","clustifyr"
"727","Malignant","Malignant","clustifyr"
"728","Stromal","Stromal","clustifyr"
"729","Myoepi","Malignant","clustifyr"
"730","Malignant","Malignant","clustifyr"
"731","Malignant","Malignant","clustifyr"
"732","Malignant","Malignant","clustifyr"
"733","Malignant","Malignant","clustifyr"
"734","Macrophage","Stromal","clustifyr"
"735","Malignant","Malignant","clustifyr"
"736","Malignant","Malignant","clustifyr"
"737","Stromal","Stromal","clustifyr"
"738","Stromal","Stromal","clustifyr"
"739","Stromal","T","clustifyr"
"740","Malignant","Malignant","clustifyr"
"741","Malignant","Malignant","clustifyr"
"742","Stromal","Macrophage","clustifyr"
"743","Stromal","Stromal","clustifyr"
"744","Malignant","Malignant","clustifyr"
"745","Macrophage","Macrophage","clustifyr"
"746","Malignant","Malignant","clustifyr"
"747","Malignant","Malignant","clustifyr"
"748","Malignant","Malignant","clustifyr"
"749","Malignant","Malignant","clustifyr"
"750","Stromal","Malignant","clustifyr"
"751","Myoepi","Malignant","clustifyr"
"752","Malignant","Malignant","clustifyr"
"753","Malignant","Malignant","clustifyr"
"754","T","Macrophage","clustifyr"
"755","Malignant","Malignant","clustifyr"
"756","Malignant","Malignant","clustifyr"
"757","Malignant","Malignant","clustifyr"
"758","Macrophage","Macrophage","clustifyr"
"759","Malignant","Malignant","clustifyr"
"760","Malignant","Stromal","clustifyr"
"761","Malignant","Malignant","clustifyr"
"762","Malignant","Malignant","clustifyr"
"763","Stromal","Stromal","clustifyr"
"764","T","Macrophage","clustifyr"
"765","Malignant","Malignant","clustifyr"
"766","Malignant","Malignant","clustifyr"
"767","B","T","clustifyr"
"768","Malignant","Malignant","clustifyr"
"769","Stromal","Stromal","clustifyr"
"770","Stromal","Stromal","clustifyr"
"771","B","Macrophage","clustifyr"
"772","Malignant","Malignant","clustifyr"
"773","Malignant","Malignant","clustifyr"
"774","T","T","clustifyr"
"775","Stromal","Stromal","clustifyr"
"776","Macrophage","Macrophage","clustifyr"
"777","Malignant","Malignant","clustifyr"
"778","Plasma","Plasma","clustifyr"
"779","Malignant","Malignant","clustifyr"
"780","Malignant","Stromal","clustifyr"
"781","Malignant","Malignant","clustifyr"
"782","Malignant","Malignant","clustifyr"
"783","Malignant","Malignant","clustifyr"
"784","Stromal","Macrophage","clustifyr"
"785","T","Macrophage","clustifyr"
"786","Plasma","Stromal","clustifyr"
"787","Malignant","Malignant","clustifyr"
"788","Malignant","Malignant","clustifyr"
"789","Malignant","Malignant","clustifyr"
"790","B","T","clustifyr"
"791","T","Macrophage","clustifyr"
"792","T","T","clustifyr"
"793","T","Malignant","clustifyr"
"794","T","T","clustifyr"
"795","Stromal","Stromal","clustifyr"
"796","Malignant","Malignant","clustifyr"
"797","Malignant","Malignant","clustifyr"
"798","T","T","clustifyr"
"799","Malignant","Malignant","clustifyr"
"800","Malignant","Malignant","clustifyr"
"801","Malignant","Malignant","clustifyr"
"802","Malignant","Malignant","clustifyr"
"803","Stromal","T","clustifyr"
"804","T","Macrophage","clustifyr"
"805","Malignant","Malignant","clustifyr"
"806","Myoepi","Stromal","clustifyr"
"807","Malignant","Malignant","clustifyr"
"808","Malignant","Malignant","clustifyr"
"809","Malignant","Malignant","clustifyr"
"810","Malignant","Malignant","clustifyr"
"811","Malignant","Malignant","clustifyr"
"812","Myoepi","Stromal","clustifyr"
"813","Malignant","Malignant","clustifyr"
"814","Malignant","Stromal","clustifyr"
"815","Malignant","Malignant","clustifyr"
"816","Plasma","Macrophage","clustifyr"
"817","Malignant","Malignant","clustifyr"
"818","Malignant","Malignant","clustifyr"
"819","Malignant","Malignant","clustifyr"
"820","Malignant","Malignant","clustifyr"
"821","Stromal","Malignant","clustifyr"
"822","Malignant","Malignant","clustifyr"
"823","Malignant","Malignant","clustifyr"
"824","Malignant","Malignant","clustifyr"
"825","Malignant","Malignant","clustifyr"
"826","Stromal","Stromal","clustifyr"
"827","Malignant","Malignant","clustifyr"
"828","Stromal","Stromal","clustifyr"
"829","Malignant","Malignant","clustifyr"
"830","Stromal","Stromal","clustifyr"
"831","Malignant","Malignant","clustifyr"
"832","Malignant","Stromal","clustifyr"
"833","Malignant","Malignant","clustifyr"
"834","Stromal","Stromal","clustifyr"
"835","Malignant","Malignant","clustifyr"
"836","Malignant","Malignant","clustifyr"
"837","Stromal","Stromal","clustifyr"
"838","Stromal","Stromal","clustifyr"
"839","Malignant","Malignant","clustifyr"
"840","Malignant","Stromal","clustifyr"
"841","Malignant","Malignant","clustifyr"
"842","Malignant","Malignant","clustifyr"
"843","Malignant","Malignant","clustifyr"
"844","Stromal","Stromal","clustifyr"
"845","Macrophage","Macrophage","clustifyr"
"846","Malignant","Malignant","clustifyr"
"847","Malignant","Malignant","clustifyr"
"848","Malignant","Malignant","clustifyr"
"849","Malignant","Malignant","clustifyr"
"850","Malignant","Stromal","clustifyr"
"851","Malignant","Malignant","clustifyr"
"852","T","Macrophage","clustifyr"
"853","Malignant","Malignant","clustifyr"
"854","Malignant","Malignant","clustifyr"
"855","Malignant","Malignant","clustifyr"
"856","Malignant","Stromal","clustifyr"
"857","B","T","clustifyr"
"858","Malignant","Malignant","clustifyr"
"859","Malignant","Malignant","clustifyr"
"860","Malignant","Malignant","clustifyr"
"861","Malignant","Malignant","clustifyr"
"862","Malignant","Malignant","clustifyr"
"863","T","T","clustifyr"
"864","Stromal","Stromal","clustifyr"
"865","Malignant","Malignant","clustifyr"
"866","Malignant","Malignant","clustifyr"
"867","Malignant","Malignant","clustifyr"
"868","Malignant","Malignant","clustifyr"
"869","Malignant","Malignant","clustifyr"
"870","T","T","clustifyr"
"871","Malignant","Malignant","clustifyr"
"872","Malignant","Malignant","clustifyr"
"873","Malignant","Stromal","clustifyr"
"874","Malignant","Malignant","clustifyr"
"875","Stromal","Plasma","clustifyr"
"876","Malignant","Malignant","clustifyr"
"877","T","T","clustifyr"
"878","Malignant","Malignant","clustifyr"
"879","T","T","clustifyr"
"880","Malignant","Malignant","clustifyr"
"881","Malignant","Malignant","clustifyr"
"882","Malignant","Malignant","clustifyr"
"883","Malignant","Malignant","clustifyr"
"884","Malignant","Malignant","clustifyr"
"885","Malignant","Malignant","clustifyr"
"886","Malignant","Malignant","clustifyr"
"887","Malignant","Stromal","clustifyr"
"888","Malignant","Malignant","clustifyr"
"889","Malignant","Malignant","clustifyr"
"890","Malignant","Malignant","clustifyr"
"891","Malignant","Stromal","clustifyr"
"892","Malignant","Malignant","clustifyr"
"893","T","T","clustifyr"
"894","Malignant","Malignant","clustifyr"
"895","Macrophage","Stromal","clustifyr"
"896","Malignant","Malignant","clustifyr"
"897","Stromal","Stromal","clustifyr"
"898","Malignant","Malignant","clustifyr"
"899","Malignant","Malignant","clustifyr"
"900","Myoepi","Malignant","clustifyr"
"901","Malignant","Malignant","clustifyr"
"902","Malignant","Malignant","clustifyr"
"903","Malignant","Malignant","clustifyr"
"904","Malignant","Malignant","clustifyr"
"905","Stromal","Macrophage","clustifyr"
"906","Malignant","Malignant","clustifyr"
"907","Macrophage","Macrophage","clustifyr"
"908","Malignant","Malignant","clustifyr"
"909","Malignant","Stromal","clustifyr"
"910","Malignant","Malignant","clustifyr"
"911","Malignant","Malignant","clustifyr"
"912","Malignant","Malignant","clustifyr"
"913","Malignant","Malignant","clustifyr"
"914","B","T","clustifyr"
"915","Macrophage","Stromal","clustifyr"
"916","Malignant","Malignant","clustifyr"
"917","Malignant","Malignant","clustifyr"
"918","Stromal","Macrophage","clustifyr"
"919","Malignant","Malignant","clustifyr"
"920","Myoepi","Malignant","clustifyr"
"921","Malignant","Malignant","clustifyr"
"922","Malignant","Malignant","clustifyr"
"923","Stromal","Stromal","clustifyr"
"924","Malignant","Malignant","clustifyr"
"925","Malignant","Stromal","clustifyr"
"926","Malignant","Malignant","clustifyr"
"927","Malignant","Malignant","clustifyr"
"928","Malignant","Malignant","clustifyr"
"929","Malignant","Malignant","clustifyr"
"930","Plasma","Macrophage","clustifyr"
"931","Malignant","Malignant","clustifyr"
"932","Stromal","Stromal","clustifyr"
"933","Stromal","Stromal","clustifyr"
"934","Malignant","Stromal","clustifyr"
"935","Malignant","Malignant","clustifyr"
"936","Stromal","Stromal","clustifyr"
"937","T","T","clustifyr"
"938","Malignant","Malignant","clustifyr"
"939","Malignant","Malignant","clustifyr"
"940","Malignant","Stromal","clustifyr"
"941","T","T","clustifyr"
"942","Malignant","Stromal","clustifyr"
"943","Stromal","Stromal","clustifyr"
"944","Malignant","Stromal","clustifyr"
"945","Malignant","Malignant","clustifyr"
"946","Malignant","Malignant","clustifyr"
"947","Malignant","Stromal","clustifyr"
"948","Malignant","Malignant","clustifyr"
"949","Stromal","Stromal","clustifyr"
"950","T","T","clustifyr"
"951","Malignant","Malignant","clustifyr"
"952","Malignant","Malignant","clustifyr"
"953","Malignant","Malignant","clustifyr"
"954","Stromal","Stromal","clustifyr"
"955","Stromal","Stromal","clustifyr"
"956","Malignant","Malignant","clustifyr"
"957","Malignant","Malignant","clustifyr"
"958","Malignant","Malignant","clustifyr"
"959","Malignant","Malignant","clustifyr"
"960","Malignant","Malignant","clustifyr"
"961","Malignant","Malignant","clustifyr"
"962","Malignant","Malignant","clustifyr"
"963","Malignant","Malignant","clustifyr"
"964","Malignant","Malignant","clustifyr"
"965","Malignant","Malignant","clustifyr"
"966","Malignant","Malignant","clustifyr"
"967","T","Malignant","clustifyr"
"968","Stromal","Stromal","clustifyr"
"969","Malignant","Malignant","clustifyr"
"970","Malignant","Stromal","clustifyr"
"971","Malignant","Malignant","clustifyr"
"972","Malignant","Malignant","clustifyr"
"973","Malignant","Malignant","clustifyr"
"974","Malignant","Malignant","clustifyr"
"975","Malignant","Malignant","clustifyr"
"976","Malignant","Malignant","clustifyr"
"977","Malignant","Malignant","clustifyr"
"978","T","T","clustifyr"
"979","Plasma","T","clustifyr"
"980","Malignant","Malignant","clustifyr"
"981","B","T","clustifyr"
"982","Malignant","Malignant","clustifyr"
"983","Stromal","Malignant","clustifyr"
"984","Macrophage","Macrophage","clustifyr"
"985","Stromal","Stromal","clustifyr"
"986","Stromal","Malignant","clustifyr"
"987","Malignant","Stromal","clustifyr"
"988","Myoepi","Malignant","clustifyr"
"989","T","T","clustifyr"
"990","Malignant","Malignant","clustifyr"
"991","Macrophage","Macrophage","clustifyr"
"992","Macrophage","T","clustifyr"
"993","Myoepi","Malignant","clustifyr"
"994","Malignant","Malignant","clustifyr"
"995","Malignant","Malignant","clustifyr"
"996","Malignant","Malignant","clustifyr"
"997","Malignant","Malignant","clustifyr"
"998","Malignant","Malignant","clustifyr"
"999","Stromal","Stromal","clustifyr"
"1000","Malignant","Malignant","clustifyr"
"1001","Malignant","Malignant","clustifyr"
"1002","Stromal","Malignant","clustifyr"
"1003","T","T","clustifyr"
"1004","Malignant","Malignant","clustifyr"
"1005","Malignant","Malignant","clustifyr"
"1006","Stromal","Macrophage","clustifyr"
"1007","Malignant","Malignant","clustifyr"
"1008","Malignant","Malignant","clustifyr"
"1009","Malignant","Malignant","clustifyr"
"1010","Malignant","Malignant","clustifyr"
"1011","Malignant","Malignant","clustifyr"
"1012","Malignant","Stromal","clustifyr"
"1013","Malignant","Malignant","clustifyr"
"1014","T","Stromal","clustifyr"
"1015","Malignant","Malignant","clustifyr"
"1016","Malignant","Stromal","clustifyr"
"1017","Malignant","Malignant","clustifyr"
"1018","Malignant","Malignant","clustifyr"
"1019","Malignant","Malignant","clustifyr"
"1020","Malignant","Malignant","clustifyr"
"1021","Malignant","Malignant","clustifyr"
"1022","Malignant","Malignant","clustifyr"
"1023","Malignant","Stromal","clustifyr"
"1024","DC_Mast","Plasma","clustifyr"
"1025","Malignant","Macrophage","clustifyr"
"1026","B","T","clustifyr"
"1027","Malignant","Malignant","clustifyr"
"1028","Malignant","Malignant","clustifyr"
"1029","Malignant","Malignant","clustifyr"
"1030","Stromal","Stromal","clustifyr"
"1031","Stromal","Macrophage","clustifyr"
"1032","Malignant","Malignant","clustifyr"
"1033","Malignant","Malignant","clustifyr"
"1034","Malignant","Malignant","clustifyr"
"1035","Malignant","Malignant","clustifyr"
"1036","Stromal","Stromal","clustifyr"
"1037","Malignant","Malignant","clustifyr"
"1038","Malignant","Malignant","clustifyr"
"1039","Stromal","Malignant","clustifyr"
"1040","Malignant","Malignant","clustifyr"
"1041","Macrophage","Macrophage","clustifyr"
"1042","T","T","clustifyr"
"1043","T","T","clustifyr"
"1044","Malignant","T","clustifyr"
"1045","Malignant","Malignant","clustifyr"
"1046","Macrophage","Macrophage","clustifyr"
"1047","Malignant","Malignant","clustifyr"
"1048","Stromal","Stromal","clustifyr"
"1049","Malignant","Malignant","clustifyr"
"1050","Malignant","Malignant","clustifyr"
"1051","Malignant","Malignant","clustifyr"
"1052","Malignant","Malignant","clustifyr"
"1053","Malignant","Malignant","clustifyr"
"1054","Malignant","Malignant","clustifyr"
"1055","Stromal","Stromal","clustifyr"
"1056","Malignant","Malignant","clustifyr"
"1057","Plasma","Malignant","clustifyr"
"1058","Plasma","T","clustifyr"
"1059","Malignant","Malignant","clustifyr"
"1060","Malignant","Malignant","clustifyr"
"1061","Malignant","Malignant","clustifyr"
"1062","Malignant","Malignant","clustifyr"
"1063","Malignant","Malignant","clustifyr"
"1064","Malignant","Malignant","clustifyr"
"1065","Malignant","Malignant","clustifyr"
"1066","Malignant","Malignant","clustifyr"
"1067","Malignant","Malignant","clustifyr"
"1068","Malignant","Malignant","clustifyr"
"1069","Malignant","Malignant","clustifyr"
"1070","Malignant","Stromal","clustifyr"
"1071","Malignant","Malignant","clustifyr"
"1072","Stromal","Stromal","clustifyr"
"1073","T","T","clustifyr"
"1074","Malignant","Malignant","clustifyr"
"1075","Malignant","Malignant","clustifyr"
"1076","Malignant","Malignant","clustifyr"
"1077","Malignant","Malignant","clustifyr"
"1078","Malignant","Stromal","clustifyr"
"1079","Stromal","Malignant","clustifyr"
"1080","Stromal","Stromal","clustifyr"
"1081","Malignant","Malignant","clustifyr"
"1082","T","Malignant","clustifyr"
"1083","Malignant","Stromal","clustifyr"
"1084","Stromal","Macrophage","clustifyr"
"1085","Malignant","Malignant","clustifyr"
"1086","Malignant","Malignant","clustifyr"
"1087","Malignant","Malignant","clustifyr"
"1088","Malignant","Malignant","clustifyr"
"1089","Stromal","Stromal","clustifyr"
"1090","Malignant","Malignant","clustifyr"
"1091","Malignant","Malignant","clustifyr"
"1092","Malignant","Malignant","clustifyr"
"1093","Malignant","Malignant","clustifyr"
"1094","Malignant","Malignant","clustifyr"
"1095","Malignant","Malignant","clustifyr"
"1096","Malignant","Malignant","clustifyr"
"1097","Malignant","Malignant","clustifyr"
"1098","T","T","clustifyr"
"1099","Malignant","Stromal","clustifyr"
"1100","Stromal","Stromal","clustifyr"
"1101","Malignant","Malignant","clustifyr"
"1102","Stromal","Stromal","clustifyr"
"1103","Malignant","Malignant","clustifyr"
"1104","Malignant","Macrophage","clustifyr"
"1105","Malignant","Malignant","clustifyr"
"1106","Stromal","Stromal","clustifyr"
"1107","Malignant","Malignant","clustifyr"
"1108","Malignant","Malignant","clustifyr"
"1109","Malignant","Malignant","clustifyr"
"1110","Macrophage","Stromal","clustifyr"
"1111","Malignant","Malignant","clustifyr"
"1112","Malignant","Malignant","clustifyr"
"1113","Malignant","Malignant","clustifyr"
"1114","Malignant","Malignant","clustifyr"
"1115","Malignant","Malignant","clustifyr"
"1116","Malignant","Malignant","clustifyr"
"1117","Macrophage","Macrophage","clustifyr"
"1118","Stromal","Stromal","clustifyr"
"1119","Malignant","Malignant","clustifyr"
"1120","Malignant","Malignant","clustifyr"
"1121","Stromal","Stromal","clustifyr"
"1122","Malignant","Malignant","clustifyr"
"1123","Malignant","Malignant","clustifyr"
"1124","Malignant","Malignant","clustifyr"
"1125","Malignant","Malignant","clustifyr"
"1126","Malignant","Malignant","clustifyr"
"1127","Malignant","Malignant","clustifyr"
"1128","Macrophage","Stromal","clustifyr"
"1129","Malignant","Malignant","clustifyr"
"1130","Malignant","Malignant","clustifyr"
"1131","Macrophage","Malignant","clustifyr"
"1132","Malignant","Malignant","clustifyr"
"1133","Plasma","Plasma","clustifyr"
"1134","Malignant","Malignant","clustifyr"
"1135","Malignant","Malignant","clustifyr"
"1136","Malignant","Malignant","clustifyr"
"1137","Plasma","Malignant","clustifyr"
"1138","Malignant","Malignant","clustifyr"
"1139","Malignant","Malignant","clustifyr"
"1140","Macrophage","Malignant","clustifyr"
"1141","Macrophage","Malignant","clustifyr"
